11,"CANNELLONIS RICOTTA-EPINARDS, SAUCE ROSÉE",null,0,"Sauce rosée1.Dans une casserole à feu moyen, attendrir l’ail dans l’huile 2 minutes. Ajouter le coulis de tomates et la branche de basilic. Porter à ébullition et laisser mijoter 15 minutes, en remuant fréquemment. Ajouter la crème, saler, poivrer et mélanger. Réserver au chaud. Retirer la branche de basilic.Cannellonis2.Placer la grille au centre du four. Préchauffer le four à 180 °C (350 °F).3.Dans une casserole d’eau bouillante salée, blanchir les épinards 1 minute. À l’aide d’une écumoire, retirer les épinards de l’eau et les déposer dans une passoire. Bien presser pour retirer l’excédent d’eau. Sur un plan de travail, hacher les épinards.4.Dans un bol, mélanger les épinards, la ricotta, le parmesan et les épices. Saler, poivrer et bien mélanger. Réserver.5.Dans la même casserole d’eau bouillante que celle qui a servi aux épinards, cuire les pâtes 2 minutes ou jusqu’à ce qu’elles soient al dente. Égoutter et rincer à l’eau froide.6.Sur un linge propre, étaler les pâtes et les assécher. Sur un plan de travail, couper chaque feuille de pâte en deux pour obtenir des feuilles d’environ 15 x 11,5 cm (6 x 4 1/2 po). Répartir environ 1/4 tasse de la garniture de ricotta sur chaque pâte. Rouler chaque pâte afin d’emprisonner la garniture.7.Dans un plat de cuisson d’environ 33 x 23 cm (13 x 9 po), répartir le tiers de la sauce rosée. Y placer les cannellonis et napper du reste de la sauce. Couvrir de papier d’aluminium. Cuire au four 25 minutes ou jusqu’à ce qu’ils soient chauds.",30,80
12,TOURTE VÉGÉ AU QUINOA ET À LA PATATE DOUCE,null,0,"Tourte1.Placer la grille au centre du four. Préchauffer le four à 200 °C (400 °F). Huiler un moule à tarte à fond amovible de 23 cm (9 po) de diamètre.2.À l’aide d’une fourchette, piquer la patate douce à plusieurs reprises. La déposer sur une assiette. Cuire au four à micro-ondes de 6 à 8 minutes ou jusqu’à ce qu’elle soit tendre en la retournant à mi-cuisson. Laisser reposer 5 minutes. Couper la patate en deux, retirer la chair et la déposer dans un grand bol. Écraser grossièrement à la fourchette. Vous aurez besoin de 180 ml (3/4 tasse) de purée. Réserver.3.Au robot culinaire, hacher finement l’oignon et l’ail. Ajouter la purée de patate douce et mélanger jusqu’à ce que la préparation soit homogène. Transvider dans le bol. Ajouter le quinoa cru, la farine et les épices. Saler, poivrer et bien mélanger. Répartir uniformément le mélange dans le moule à tarte. Avec les doigts légèrement mouillés, égaliser le mélange, puis à l’aide d’un pinceau huiler toute la surface.4.Cuire au four de 30 à 35 minutes ou jusqu’à ce que le mélange soit légèrement doré et ferme au toucher.Garniture5.Entre-temps, dans une grande poêle antiadhésive à feu moyen, attendrir la carotte et le poireau dans l’huile 5 minutes, à couvert. Ajouter le brocoli et les choux de Bruxelles. Les réchauffer 2 minutes dans la poêle. Saler et poivrer. Ajouter les pacanes et le jus de citron et bien mélanger. Réserver.Sauce au yogourt6.Dans un petit bol, mélanger le yogourt, les herbes et le jus de citron. Saler et poivrer.7.Démouler la tarte et la déposer sur une assiette de service. Tartiner de la sauce au yogourt et garnir avec les légumes.",45,75
13,"PITA AUX POIS CHICHES ""TAOUK""",null,0,"Sauce yogourt1.Dans un bol, mélanger tous les ingrédients. Saler et poivrer. Réfrigérer jusqu'au moment de servir.Pois chiches2.Dans une poêle antiadhésive à feu moyen-élevé, chauffer les pois chiches et les épices dans l’huile 5 minutes. Saler et poivrer. Réserver.Montage3.Sur un plan de travail, séparer les pains pitas en deux afin d’obtenir 8 disques. Pour chaque sandwich, déposer deux demi-pains pitas à plat en les faisant se chevaucher légèrement. Tartiner de sauce yogourt. Répartir le quart des pois chiches, 3 demi-tranches de tomate et une généreuse quantité de feuilles de laitue.4.Rouler fermement et envelopper individuellement dans du papier parchemin. Refermer comme une papillote en tortillant les deux extrémités du papier. Couper en deux et servir.",25,30
14,SALADE DE RIZ SAUVAGE POMMES-FENOUIL,null,0,"Riz1.Dans une casserole, porter à ébullition le riz, l’eau et le sel. Couvrir et laisser mijoter à feu moyen 40 minutes ou jusqu’à ce que le riz éclate. Égoutter et rincer sous l’eau froide. Réserver.Vinaigrette2.Entre-temps, dans un petit bol, mélanger tous les ingrédients. Réserver.Salade3.À l’aide d’une mandoline, trancher finement le fenouil et le déposer dans un grand bol. Ajouter les pommes, le jus de citron et le sel. Laisser macérer 15 minutes.4.Ajouter les lentilles, les raisins, le riz et la vinaigrette à la salade. Saler, poivrer et bien mélanger.",25,75
15,SAUTÉ DE TOFU ET DE LÉGUMES SUR HUMMUS AU YOGOURT,null,0,"Tofu et légumes1.Placer la grille au centre du four. Préchauffer le four à 220 °C (425 °F). Tapisser une plaque de cuisson de papier parchemin.2.Y répartir les tomates. Cuire au four 15 minutes ou jusqu’à ce qu’elles soient tendres. Saler et poivrer. Réserver.3.Entre-temps, dans une grande poêle antiadhésive à feu moyen-élevé, dorer le tofu dans l’huile 5 minutes. Ajouter le chou-fleur et l’ail. Poursuivre la cuisson en remuant fréquemment 10 minutes ou jusqu’à ce que le chou-fleur soit al dente. Saler et poivrer. Incorporer les oignons verts, les graines de sésame, le sumac et l’origan. Poursuivre la cuisson 5 minutes en remuant fréquemment ou jusqu’à ce que les légumes soient tendres. Ajouter les tomates cerises et mélanger délicatement.Hummus au yogourt4.Dans un bol, mélanger les ingrédients.5.Dans les assiettes, répartir l’hummus au yogourt et le sauté de tofu aux légumes.",30,55
16,"TOFU, LÉGUMES ROTIS ET VINAIGRETTE À LA CORIANDRE",null,0,"Légumes rôtis1.Placer la grille au centre du four. Préchauffer le four à 230 °C (450 °F). Tapisser une plaque de cuisson de papier parchemin.2.Déposer les carottes sur la plaque. Arroser de 15 ml (1 c. à soupe) de l’huile, saler et poivrer. Cuire au four 15 minutes. Retirer du four et les retourner. Ajouter le chou romanesco, les radis et le reste de l’huile (15 ml / 1 c. à soupe), saler et poivrer. Cuire au four environ 15 minutes ou jusqu’à ce que les légumes soient al dente. Laisser tiédir. Transférer et réserver dans un grand bol.Tofu3.Entre-temps, dans un plat en verre, mélanger le vinaigre, le miel et la coriandre. Réserver la marinade.4.Chauffer une poêle striée à feu élevé. Huiler la poêle et les tranches de tofu. Saler et poivrer. Griller la moitié du tofu à la fois, 2 minutes de chaque côté.5.Déposer le tofu grillé dans le plat avec la marinade. Laisser tiédir.Vinaigrette à la coriandre6.Au mélangeur, réduire tous les ingrédients en purée lisse. Saler et poivrer.Montage7.Au moment de servir, ajouter la coriandre, les épinards, le vinaigre et le miel aux légumes rôtis. Répartir dans les assiettes avec le tofu. Arroser de la vinaigrette à la coriandre.",45,75
17,"ASPERGES GRILLÉES, HUMMUS DE BETTERAVES ET POIS CHICHES AU CARI",null,0,"Hummus de betteraves1.Au robot culinaire, réduire en purée lisse les betteraves et la moitié des pois chiches avec le tahini et le jus de citron. Saler, poivrer et réserver.Vinaigrette2.Dans un bol, mélanger tous les ingrédients. Réserver.Garniture3.Préchauffer le barbecue à puissance élevée.4.Superposer deux grandes feuilles de papier d’aluminium. Au centre, y déposer le reste des pois chiches, l’oignon, l’huile et le cari. Saler, poivrer et bien mélanger. Refermer la papillote hermétiquement.5.Déposer la papillote sur la grille, fermer le couvercle et cuire 10 minutes ou jusqu’à ce que la papillote soit bien gonflée.6.Entre-temps, huiler légèrement les asperges. Griller les asperges 5 minutes ou jusqu’à ce qu’elles soient cuites et encore légèrement croquantes. Saler et poivrer.7.Répartir l’hummus dans les assiettes. Garnir des pois chiches et de dés de betteraves. Ajouter les asperges et les copeaux de cheddar. Arroser de vinaigrette.",30,45
18,"POIS CHICHES RÔTIS, BLÉ MOU ET LÉGUMES MARINÉS",null,0,"Blé mou1.Dans une casserole à feu moyen-élevé, dorer le blé dans l’huile en remuant fréquemment, soit environ 5 minutes. Saler généreusement et poivrer. Ajouter l’eau. Porter à ébullition. Couvrir et cuire à feu moyen-doux 1 heure. Retirer le couvercle et poursuivre la cuisson environ 45 minutes ou jusqu’à ce que le liquide soit presque complètement absorbé et que le blé soit cuit, mais encore légèrement ferme sous la dent. Égoutter au besoin. Huiler et laisser tiédir.Légumes marinés2.Entre-temps, à l’aide d’une mandoline, trancher finement le chou et les betteraves et les placer séparément dans deux bols. Répartir également le vinaigre de riz et le sucre sur les légumes. Saler et mélanger. Laisser macérer 15 minutes. Égoutter au moment de servir.Vinaigrette au tahini3.Au robot culinaire ou au mélangeur, broyer finement les graines de citrouille. Ajouter le reste des ingrédients et réduire en purée lisse. Saler et poivrer. Réserver.Pois chiches rôtis4.Dans une poêle antiadhésive à feu élevé, dorer l’oignon, l’ail et le curcuma dans l’huile. Ajouter les pois chiches et poursuivre la cuisson 5 minutes ou jusqu’à ce que les pois chiches commencent à rôtir. Saler et poivrer.5.Dans des gros bols, répartir les ingrédients. Garnir de graines de citrouille et arroser de la vinaigrette au moment de servir.",35,140
19,"GALETTES DE TOFU, DE PETITS POIS ET DE HARICOTS BLANCS",null,0,"1.Au robot culinaire, hacher finement l’oignon, l’ail et le piment. Ajouter le tofu et les haricots blancs. Mélanger quelques secondes à la fois, jusqu’à ce que la préparation forme tout juste une pâte collante.2.Ajouter les petits pois, les œufs, la farine, la chapelure, le fromage, le sel et les épices. Mélanger quelques secondes à la fois, en raclant les parois à quelques reprises jusqu’à l’obtention d’un mélange qui contient des morceaux de petits pois apparents, donc pas complètement homogène. Un mélange trop réduit en purée sera plus mou et donc plus difficile à façonner en galettes.3.Tapisser une plaque de cuisson de papier parchemin. À l’aide d’une cuillère à crème glacée de 60 ml (¼ tasse), former 18 boulettes et les répartir sur la plaque.4.Dans une grande poêle antiadhésive à feu moyen-élevé, cuire un tiers des boulettes à la fois dans 30 ml (2 c. à soupe) d’huile environ 5 minutes de chaque côté ou jusqu’à ce qu’elles soient dorées et forment une légère croûte. Presser légèrement les boulettes après les avoir retournées pour leur donner une forme de galette. Ajouter de l’huile au besoin. Garder au chaud.5.Si désiré, servir les galettes de tofu avec une salade verte et des suprêmes d’orange.",30,60
20,SALADE D'ASPERGES ET DE POIS CHICHES AVEC FROMAGE HALLOUMI GRILLÉ,null,0,"1.Dans une poêle antiadhésive à feu élevé, attendrir les asperges dans la moitié de l’huile (15 ml/1 c. à soupe) avec l’ail jusqu’à ce qu’elles soient al dente. Saler et poivrer. Réserver.2.Dans un bol, mélanger la mayonnaise, la moutarde et le jus de citron. Y ajouter les asperges chaudes, les pois chiches et la courgette. Saler et poivrer.3.Sur un papier absorbant, éponger les tranches de fromage.4.Dans la même poêle à feu moyen-élevé, dorer le fromage quelques secondes de chaque côté dans le reste de l’huile (15 ml/1 c. à soupe).5.Dans les bols, répartir la salade. Garnir de tranches de fromage grillé. Parsemer de feuilles de basilic.",15,30
21,SOUPE À L'ORGE ET AUX LÉGUMINEUSES,null,0,"Soupe1.Dans une grande casserole, à feu moyen-élevé, dorer l’oignon dans l’huile. Ajouter l’ail et le curcuma. Poursuivre la cuisson à feu moyen 2 minutes en remuant. Ajouter les lentilles et l’orge. Bien les enrober du mélange d’oignon. Saler et poivrer.2.Ajouter le bouillon et porter à ébullition. Couvrir et laisser mijoter environ 40 minutes ou jusqu’à ce que l’orge soit tendre.3.Ajouter les épinards, les herbes, les pois chiches et les haricots rouges. Poursuivre la cuisson 10 minutes.Garniture4.Entre-temps, dans une petite poêle, à feu moyen-élevé, dorer l’ail dans l’huile. Ajouter la menthe et bien mélanger.5.Répartir la soupe dans les bols. Servir avec un peu de yogourt ou un quartier de citron et la garniture à la menthe.",15,75
22,"GRILLADES DE POLENTA, DE CHAMPIGNONG ET POIVRONS ET VINAIGRETTE À L'ÉCHALOTTE RÔTIE",null,0,"Sauce tomate1.Dans une petite casserole, à feu moyen-élevé, attendrir l’oignon dans l’huile. Ajouter les tomates. Laisser mijoter à feu doux environ 10 minutes en remuant fréquemment. Saler et poivrer. Réserver.Vinaigrette à l'échalote rôtie2.Dans une petite casserole, à feu moyen-élevé, frire les échalotes dans l’huile jusqu’à ce qu’elles soient bien dorées. Verser rapidement dans un bol afin d’arrêter la cuisson et d’éviter qu’elles brûlent. Ajouter le persil et le vinaigre. Réserver.Polenta et légumes3.Préchauffer le barbecue à puissance élevée. Huiler la grille.4.Sur une grande assiette, répartir la polenta et les légumes. Huiler, saler et poivrer. Griller les tranches de polenta environ 2 minutes de chaque côté. Griller les légumes des deux côtés jusqu’à ce qu’ils soient tendres.5.Répartir la sauce tomate au fond d’une grande assiette de service. Y répartir les légumes et la polenta. Arroser de vinaigrette à l’échalote rôtie.",40,70
23,"PÂTES AU PESTO DE PETITS POIS, ÉPINARDS ET CITRON",null,0,"1.Dans une casserole d’eau bouillante salée, cuire les pâtes al dente. Réserver environ 250 ml (1 tasse) d’eau de cuisson. Égoutter les pâtes et les huiler légèrement.2.Entre-temps, dans une grande poêle antiadhésive à feu moyen-élevé, attendrir les petits pois et l’ail dans 15 ml (1 c. à soupe) d’huile, soit environ 5 minutes. Saler et poivrer. Réserver la moitié des petits pois dans un bol.3.Au robot culinaire ou au mélangeur, réduire en purée lisse le reste des petits pois, l’ail, le reste de l’huile (45 ml/3 c. à soupe), les épinards, le parmesan, le zeste et le jus de citron. Saler et poivrer.4.Transvider le pesto dans la poêle. Ajouter les pâtes et les pois réservés et mélanger. Chauffer à feu moyen, et rectifier la texture en ajoutant graduellement de l’eau de cuisson des pâtes jusqu’à l’obtention d’une sauce crémeuse.5.Au moment de servir, parsemer d’amandes et de copeaux de parmesan si désiré.",20,40
24,SAUCE À SPAGHETTI AUX LENTILLES ET AUX CHAMPIGNONS,null,0,"1.Dans une grande poêle antiadhésive à feu élevé, dorer les champignons, l’oignon et l’ail dans l’huile. Transvider dans la mijoteuse.2.Ajouter les légumes, les lentilles, le coulis et le bouillon. Saler, poivrer et mélanger. Couvrir et cuire à basse température (Low) 6 heures. On peut maintenir à réchaud (Warm) jusqu’à 8 heures.3.Délicieux sur des pâtes, mais aussi sur une aubergine fondante ou des pommes de terre.",40,400
25,COURGETTES ET TOFU ALLA PARMAGIANA,null,0,"Sauce tomate1.Dans une casserole à feu moyen-élevé, attendrir l’oignon et l’ail dans l’huile. Ajouter les tomates et la pâte de tomates. Porter à ébullition et laisser mijoter 10 minutes.2.Dans un petit bol, délayer la fécule dans l’eau. Ajouter le mélange de fécule à la sauce tomate en remuant sans arrêt. Laisser mijoter 2 minutes. Saler et poivrer.Gratin3.Entre-temps, placer la grille au centre du four. Préchauffer le four à 200 °C (400 °F). Tapisser une plaque de cuisson de papier parchemin.4.Répartir les courgettes sur la plaque. Saler et poivrer. Cuire au four environ 10 minutes ou jusqu’à ce que les courgettes soient tendres. Parsemer de menthe. Réserver.5.Dans un plat de cuisson de 28 x 20 cm (11 x 8 po), étaler le quart de la sauce (environ 3/4 tasse). Répartir le tiers des courgettes, le tiers des tranches de tofu, le quart des fromages (environ 1/2 tasse). Répéter avec le reste des ingrédients, en terminant avec la sauce et les fromages.6.Cuire au four environ 30 minutes ou jusqu’à ce que le fromage soit doré. Laisser reposer 10 minutes avant de servir.",30,75
26,"GRATIN DE FENOUIL ET DE KALE, CROÛTONS AU PARMESAN",null,0,"Croûtons1.Dans une poêle à feu moyen-élevé, dorer le pain dans l’huile. Ajouter l’ail et poursuivre la cuisson 1 minute. Saler et poivrer. Retirer du feu. Ajouter le parmesan et les feuilles de fenouil. Réserver.Béchamel au fromage fontina2.Dans une petite casserole, fondre le beurre. Ajouter la farine et cuire 1 minute en remuant. Ajouter le lait et porter à ébullition en remuant à l’aide d’un fouet. Laisser mijoter environ 2 minutes. Retirer du feu et incorporer le fromage, la muscade et le poivre de Cayenne. Couvrir et réserver.Gratin3.Dans une grande poêle à feu moyen-élevé, dorer le fenouil et l’oignon dans le beurre 20 minutes. Ajouter l’ail et le bouillon. Poursuivre la cuisson environ 15 minutes ou jusqu’à ce que le fenouil soit tendre et légèrement caramélisé et le bouillon presque complètement évaporé. Rectifier l’assaisonnement.4.Placer la grille au centre du four. Préchauffer le four à 225 °C (450 °F).5.Dans un plat de cuisson, répartir la moitié du mélange de fenouil puis la moitié du kale. Napper de la moitié de la sauce béchamel. Répéter avec le reste du fenouil, du kale puis de la sauce. Parsemer des croûtons.6.Cuire au four 15 minutes. Terminer la cuisson à gril (broil) ou jusqu’à ce que les croûtons soient bien dorés.",45,105
